Date,Time,Observer,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,15
10/17,1:20:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/17,1:40:00 PM,Hannah,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10/17,2:00:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10/14,12:00:00 PM,Bradley,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4
10/14,12:20:00 PM,Bradley,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5
10/14,12:40:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10/14,1:00:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/14,1:20:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10/14,1:40:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
10/17,9:00:00 AM,Monica,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10
10/17,9:20:00 AM,Monica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
10/17,9:40:00 AM,Monica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
10/17,10:20:00 AM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10/17,10:40:00 AM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10/17,5:00:00 PM,Nicole,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12
10/19,5:20:00 PM,Monica,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,9
10/19,5:40:00 PM,Monica,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,6
10/19,12:00:00 PM,Monica,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,12
10/19,12:20:00 PM,Monica,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,16
10/19,12:40:00 PM,Monica,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,7
10/19,1:00:00 PM,Monica,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,3
10/22,9:00:00 AM,Monica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10/22,9:20:00 AM,Monica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
10/22,9:40:00 AM,Monica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
10/22,10:00:00 AM,Monica,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,4
10/22,10:20:00 AM,Monica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10/22,10:40:00 AM,Monica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/24,9:00:00 AM,Monica,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,14
10/24,9:20:00 AM,Monica,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,23
10/24,9:40:00 AM,Monica,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,6
10/24,5:20:00 PM,Monica,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,5
10/24,5:40:00 PM,Monica,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,7
10/24,12:00:00 PM,Monica,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,10
10/24,12:20:00 PM,Monica,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,17
10/24,12:40:00 PM,Monica,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,6
10/24,1:00:00 PM,Monica,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,3
10/25,2:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10/25,3:00:00 PM,Nicole,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/25,3:20:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10/25,3:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25,4:00:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10/25,4:20:00 PM,Nicole,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2
10/25,4:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10/18,3:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/18,3:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/18,3:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/18,4:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
10/18,4:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/25,12:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10/25,1:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/25,1:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/25,1:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/25,2:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/25,2:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10/26,5:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26,12:00:00 PM,Penny,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2
10/26,12:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
10/26,12:40:00 PM,Penny,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11
10/26,1:00:00 PM,Penny,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10/26,1:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10/27,1:20:00 PM,Penny,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
10/27,1:40:00 PM,Penny,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
10/27,2:00:00 PM,Penny,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10/27,2:20:00 PM,Penny,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
10/27,2:40:00 PM,Penny,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
10/27,3:00:00 PM,Penny,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
10/31,9:00:00 AM,Monica,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10/31,9:20:00 AM,Monica,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,2
10/31,9:40:00 AM,Monica,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,5
10/31,5:20:00 PM,Monica,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,3
10/31,5:40:00 PM,Monica,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6
10/31,12:00:00 PM,Monica,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10
10/31,12:20:00 PM,Monica,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,15
10/31,12:40:00 PM,Monica,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,9
10/31,1:00:00 PM,Monica,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,5
11/1,12:40:00 PM,Penny,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
11/1,1:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/1,1:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/1,1:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/1,2:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/1,2:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10/31,10:00:00 AM,Nicole,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0
10/31,10:20:00 AM,Nicole,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
10/31,10:40:00 AM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
11/1,3:00:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
11/1,3:20:00 PM,Nicole,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11/1,3:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3
10-28-17,5:00:00 PM,Bradley,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
10-28-17,5:20:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10-28-17,5:40:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10-28-17,12:00:00 PM,Bradley,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14
10-28-17,12:20:00 PM,Bradley,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
10-28-17,12:40:00 PM,Bradley,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
10-29-17,9:00:00 AM,Bradley,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
10-29-17,9:20:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10-29-17,9:40:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
10-29-17,10:00:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
10-29-17,10:20:00 AM,Bradley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
10-29-17,10:40:00 AM,Bradley,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10
11/3,9:00:00 AM,Monica,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15
11/3,9:20:00 AM,Monica,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8
11/3,9:40:00 AM,Monica,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,5
11/3,2:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/3,2:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/3,2:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
11/3,3:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/3,3:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
11/3,3:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18,10:00:00 AM,Hannah,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3
10/18,10:20:00 AM,Hannah,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
10/18,10:40:00 AM,Hannah,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10/18,5:00:00 PM,Hannah,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
10/18,5:20:00 PM,Hannah,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10/18,5:40:00 PM,Hannah,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
11/2,9:00:00 AM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11/2,9:20:00 AM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/2,9:40:00 AM,Hannah,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
11/5,10:20:00 AM,Hannah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
11/5,10:40:00 AM,Hannah,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,4
11/5,5:00:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11/5,5:40:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/5,12:00:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
11/5,12:20:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/5,1:00:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
11/7,9:00:00 AM,Monica,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,3
11/7,9:20:00 AM,Monica,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,8
11/7,9:40:00 AM,Monica,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,4
11/7,1:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11/7,1:40:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/7,2:00:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/7,2:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/7,2:40:00 PM,Penny,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
11/7,3:00:00 PM,Penny,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
11/7,3:20:00 PM,Penny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
11/7,3:40:00 PM,Penny,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11/9,9:00:00 AM,Nicole,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
11/9,9:20:00 AM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
11/10,10:20:00 AM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
11/10,10:40:00 AM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
11/10,2:20:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
11/10,2:40:00 PM,Nicole,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
11/10,3:00:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11/10,3:20:00 PM,Nicole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
11/10,3:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11/10,4:00:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11/10,4:20:00 PM,Nicole,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
11/10,4:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
11/11,2:00:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/11,2:20:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11,2:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/11,3:00:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/11,3:20:00 PM,Nicole,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11/11,3:40:00 PM,Nicole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
11/11,4:00:00 PM,Nicole,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11/11,4:20:00 PM,Nicole,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
11/4,9:00:00 AM,Bradley,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
11/4,9:20:00 AM,Bradley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
11/4,9:40:00 AM,Bradley,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
11/4,10:00:00 AM,Bradley,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
11/4,10:20:00 AM,Bradley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11/4,10:40:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
11/12,9:00:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
11/12,9:20:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/12,9:40:00 AM,Bradley,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
11/12,10:00:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
11/12,10:20:00 AM,Bradley,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
11/12,10:40:00 AM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11/12,2:00:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
11/12,2:20:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/12,2:40:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/12,3:00:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12,3:20:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11/12,3:40:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/13,5:20:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/13,5:40:00 PM,Bradley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
11/13,12:00:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
11/13,12:20:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
11/13,12:40:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11/13,1:00:00 PM,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/12,5:00:00 PM,Nicole,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
11/12,5:20:00 PM,Nicole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
11/12,5:40:00 PM,Nicole,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19
11/12,12:00:00 PM,Nicole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
11/12,12:20:00 PM,Nicole,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,17
11/2,12:40:00 PM,Nicole,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,7
11/14,9:00:00 AM,Monica,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,11
11/14,9:20:00 AM,Monica,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,3
11/14,9:40:00 AM,Monica,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,3
11/6,1:00:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
11/6,1:20:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11/6,1:40:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/6,2:00:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/8,1:40:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/8,2:00:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11/8,2:20:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/10,5:20:00 PM,Hannah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11/10,5:40:00 PM,Hannah,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
